quarantine_id,asset_id,path,path_status,risk_id,risk_basis,quarantine_reason,containment,allowed_actions,forbidden_actions,owner_role,reviewer_roles,blocking_decision,unblock_evidence,evidence_reference,status,notes
Q-011,WF-006,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AgentState.java,TRACKED_FILE,RISK-001,PHI_CAPABLE_PATH,PHI_CAPABLE_OR_POTENTIAL_PATIENT_BEARING_PATH,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,security;privacy,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,a6-5-a-quarantine-register.csv#Q-011,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=security/privacy owner role; validation_method_hint=PRIVACY_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note. PHI_CAPABLE_PATH_ONLY; not confirmed patient data
Q-012,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,TRACKED_FILE,RISK-001,PHI_CAPABLE_PATH,PHI_CAPABLE_OR_POTENTIAL_PATIENT_BEARING_PATH,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,security;privacy,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,a6-5-a-quarantine-register.csv#Q-012,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=security/privacy owner role; validation_method_hint=PRIVACY_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note. PHI_CAPABLE_PATH_ONLY; not confirmed patient data
Q-013,WF-008,diagnosis-service/src/main/java/com/aidoctor/diagnosis/service/cdp/CDPManager.java,TRACKED_FILE,RISK-001,PHI_CAPABLE_PATH,PHI_CAPABLE_OR_POTENTIAL_PATIENT_BEARING_PATH,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,security;privacy,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,a6-5-a-quarantine-register.csv#Q-013,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=security/privacy owner role; validation_method_hint=PRIVACY_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note. PHI_CAPABLE_PATH_ONLY; not confirmed patient data
Q-014,WF-009,diagnosis-service/src/main/java/com/aidoctor/diagnosis/service/agent_state/AgentStateManager.java,TRACKED_FILE,RISK-001,PHI_CAPABLE_PATH,PHI_CAPABLE_OR_POTENTIAL_PATIENT_BEARING_PATH,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,security;privacy,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,a6-5-a-quarantine-register.csv#Q-014,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=security/privacy owner role; validation_method_hint=PRIVACY_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note. PHI_CAPABLE_PATH_ONLY; not confirmed patient data
Q-015,WF-010,diagnosis-service/src/main/java/com/aidoctor/diagnosis/aspect/ExecutionTraceAspect.java,TRACKED_FILE,RISK-001,PHI_CAPABLE_PATH,PHI_CAPABLE_OR_POTENTIAL_PATIENT_BEARING_PATH,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,security;privacy,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,a6-5-a-quarantine-register.csv#Q-015,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=security/privacy owner role; validation_method_hint=PRIVACY_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note. PHI_CAPABLE_PATH_ONLY; not confirmed patient data
Q-016,WF-011,diagnosis-service/src/main/java/com/aidoctor/diagnosis/annotation/TraceExecution.java,TRACKED_FILE,RISK-001,PHI_CAPABLE_PATH,PHI_CAPABLE_OR_POTENTIAL_PATIENT_BEARING_PATH,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,security;privacy,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,a6-5-a-quarantine-register.csv#Q-016,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=security/privacy owner role; validation_method_hint=PRIVACY_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note. PHI_CAPABLE_PATH_ONLY; not confirmed patient data
Q-017,WF-012,diagnosis-service/src/main/java/com/aidoctor/diagnosis/config/FeignTraceInterceptor.java,TRACKED_FILE,RISK-001,PHI_CAPABLE_PATH,PHI_CAPABLE_OR_POTENTIAL_PATIENT_BEARING_PATH,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,security;privacy,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,a6-5-a-quarantine-register.csv#Q-017,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=security/privacy owner role; validation_method_hint=PRIVACY_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note. PHI_CAPABLE_PATH_ONLY; not confirmed patient data
Q-018,WF-013,execution-trace-service/src/main/java/com/aidoctor/trace/entity/ExecutionTrace.java,TRACKED_FILE,RISK-001,PHI_CAPABLE_PATH,PHI_CAPABLE_OR_POTENTIAL_PATIENT_BEARING_PATH,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,security;privacy,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,a6-5-a-quarantine-register.csv#Q-018,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=security/privacy owner role; validation_method_hint=PRIVACY_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note. PHI_CAPABLE_PATH_ONLY; not confirmed patient data
Q-019,DATA-DR001,DRKnows-main/UMLS_refined_relations_DRKnows.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,DR_KNOWS_FAIL_CLOSED | MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;architecture;knowledge-license-reviewer,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,a6-5-a-quarantine-register.csv#Q-019,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-020,DATA-DR002,DRKnows-main/LICENSE,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,DR_KNOWS_FAIL_CLOSED | MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;architecture;knowledge-license-reviewer,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,a6-5-a-quarantine-register.csv#Q-020,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-021,DATA-DR003,DRKnows-main/readme.md,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,DR_KNOWS_FAIL_CLOSED | MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;architecture;knowledge-license-reviewer,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,a6-5-a-quarantine-register.csv#Q-021,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-022,DATA-DR004,DRKnows-main/extract_paths_training.py,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,DR_KNOWS_FAIL_CLOSED | MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;architecture;knowledge-license-reviewer,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,a6-5-a-quarantine-register.csv#Q-022,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-023,DATA-DR005,DRKnows-main/trainer_stack_mpi.py,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,DR_KNOWS_FAIL_CLOSED | MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;architecture;knowledge-license-reviewer,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,a6-5-a-quarantine-register.csv#Q-023,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-024,DATA-DR006,DRKnows-main/test_stack.py,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,DR_KNOWS_FAIL_CLOSED | MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;architecture;knowledge-license-reviewer,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,a6-5-a-quarantine-register.csv#Q-024,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-025,DATA-K001,docs/AI医生/知识内容提取/源数据/hp-zh.babelon.tsv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-025,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-026,DATA-K002,docs/AI医生/知识内容提取/源数据/hp-zh.synonyms.tsv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-026,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-027,DATA-K003,docs/AI医生/知识内容提取/源数据/ICPC-2e-v7.0/ICPC-2e-v7.0.xml,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-027,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-028,DATA-K004,docs/AI医生/知识内容提取/源数据/UMLS数据集和关系类型详细说明.md,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-028,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-029,DATA-K005,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-drug-2026.xml,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-029,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-030,DATA-K006,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-eindex-2026.xml,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-030,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-031,DATA-K007,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-index-2026.xml,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-031,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
