governance_id,execution_id,asset_id,path,task_id,assigned_owner,required_owner_role,license_status,license_evidence,provenance_status,provenance_evidence,privacy_status,clinical_status,permitted_use,forbidden_use,blocking_decision,unblock_evidence,reviewer_roles,human_decision_status,status,notes
A65B-B02-DATA-K011,A65B-CORE-20260806-28947DF,DATA-K011,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.csv,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K012,A65B-CORE-20260806-28947DF,DATA-K012,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.json,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K013,A65B-CORE-20260806-28947DF,DATA-K013,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_with_chinese.csv,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K014,A65B-CORE-20260806-28947DF,DATA-K014,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_示例_前1000条.csv,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K015,A65B-CORE-20260806-28947DF,DATA-K015,docs/AI医生/知识内容提取/提取结果/hpo/hpo_translation_template.csv,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K016,A65B-CORE-20260806-28947DF,DATA-K016,docs/AI医生/知识内容提取/提取结果/hpo/translation_cache.json,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K017,A65B-CORE-20260806-28947DF,DATA-K017,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.csv,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K018,A65B-CORE-20260806-28947DF,DATA-K018,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.json,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K019,A65B-CORE-20260806-28947DF,DATA-K019,docs/AI医生/知识内容提取/提取结果/icpc/translation_cache.json,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-K020,A65B-CORE-20260806-28947DF,DATA-K020,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_chinese_mapping.csv,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-DR001,A65B-CORE-20260806-28947DF,DATA-DR001,DRKnows-main/UMLS_refined_relations_DRKnows.csv,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=UNCLASSIFIED;observed_source_path=DRKnows-main/LICENSE;observed_scope=VENDOR_SUBTREE;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-DR002,A65B-CORE-20260806-28947DF,DATA-DR002,DRKnows-main/LICENSE,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=UNCLASSIFIED;observed_source_path=DRKnows-main/LICENSE;observed_scope=VENDOR_SUBTREE;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-DR003,A65B-CORE-20260806-28947DF,DATA-DR003,DRKnows-main/readme.md,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=UNCLASSIFIED;observed_source_path=DRKnows-main/LICENSE;observed_scope=VENDOR_SUBTREE;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-DR004,A65B-CORE-20260806-28947DF,DATA-DR004,DRKnows-main/extract_paths_training.py,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=UNCLASSIFIED;observed_source_path=DRKnows-main/LICENSE;observed_scope=VENDOR_SUBTREE;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
