asset_id,asset_path,asset_class,risk_level,clinical_relevance,clinical_logic,historical_e01_seed,board_scope,authority_class,file_disposition,runtime_disposition,owner_role,reviewer_roles,evidence_pointer,runtime_consumer_status,replacement_status,decommission_status,decision_basis,board_decision_status,notes
BOUND-001,contracts/v1,NEW_A5_TARGET,P3,LOW,NO,NO,JUSTIFIED_BOUNDARY_ROW,NEW_A5_BOUNDARY,KEEP_READ_ONLY,NOT_LEGACY_RETENTION_SUBJECT,contracts,architecture|governance-boundary,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv,NOT_RUNTIME_ASSET,NEW_A5_CONTRACTS_IN_PLACE,NOT_APPLICABLE_NEW_BOUNDARY,BOUNDARY_PROTECTION;NOT_LEGACY_CLINICAL,BOUNDARY_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Not a legacy clinical retention subject.
CLIN-010,health-state-assessment-service/data/入口判定规则/入口角度统一转换规则.yaml,LEGACY_CLINICAL,P0,HIGH,YES,YES,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,LEGACY_CLINICAL,KEEP_READ_ONLY,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CLIN-020,health-state-assessment-service/app/rules/red_flag_rules.py,LEGACY_CLINICAL,P0,HIGH,YES,YES,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,LEGACY_CLINICAL,QUARANTINE,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Existing CLIN quarantine retained.
CLIN-021,health-state-assessment-service/app/rules/risk_screening_rules.py,LEGACY_CLINICAL,P0,HIGH,YES,YES,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,LEGACY_CLINICAL,QUARANTINE,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Existing CLIN quarantine retained.
CLIN-022,health-state-assessment-service/app/rules/severity_rules.py,LEGACY_CLINICAL,P0,HIGH,YES,YES,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,LEGACY_CLINICAL,QUARANTINE,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Existing CLIN quarantine retained.
CLIN-023,health-state-assessment-service/app/rules/work_mode_rules.py,LEGACY_CLINICAL,P0,HIGH,YES,NO,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE,LEGACY_CLINICAL,KEEP_READ_ONLY,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CLIN-024,health-state-assessment-service/app/rules/wellness_plan_rules.py,LEGACY_CLINICAL,P0,HIGH,YES,NO,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE,LEGACY_CLINICAL,KEEP_READ_ONLY,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CLIN-025,risk-assessment-service/app/services/triage_engine.py,LEGACY_CLINICAL,P0,HIGH,YES,YES,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,LEGACY_CLINICAL,QUARANTINE,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Existing CLIN quarantine retained.
CLIN-026,risk-assessment-service/app/services/upgrade_rule_engine.py,LEGACY_CLINICAL,P0,HIGH,YES,YES,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,LEGACY_CLINICAL,QUARANTINE,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Existing CLIN quarantine retained.
CLIN-027,dialog-service/app/identifiers/information_gap_identifier.py,LEGACY_CLINICAL,P0,HIGH,YES,NO,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE,LEGACY_CLINICAL,KEEP_READ_ONLY,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CLIN-028,dialog-service/app/core/nlg.py,LEGACY_CLINICAL,P0,HIGH,YES,NO,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE,LEGACY_CLINICAL,KEEP_READ_ONLY,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CLIN-029,diagnosis-engine-service/data/问题清单/结构化问题清单模板.yaml,LEGACY_CLINICAL,P0,HIGH,YES,NO,P0_P1+CLINICAL_LOGIC+HIGH_CLINICAL_RELEVANCE,LEGACY_CLINICAL,KEEP_READ_ONLY,REJECT_FOR_NEW_RUNTIME,governance,governance-boundary|legal,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;INVENTORY_METADATA;NO_CLINICAL_BODY_READ,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CTR-001,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,CONFIRMED_CONSUMER,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CTR-002,dialog-service/app/models,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,CONFIRMED_CONSUMER,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CTR-003,explanation-service/app/models,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,CONFIRMED_CONSUMER,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CTR-004,clinical-parsing-service/app/models,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,CONFIRMED_CONSUMER,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CTR-005,frontend/src/types/diagnosis.ts,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,CONFIRMED_CONSUMER,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CTR-006,frontend/src/services/diagnosisApi.ts,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,CONFIRMED_CONSUMER,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
