asset_id,current_file_state,runtime_consumer_status,authority_status,replacement_status,decommission_eligibility,rollback_or_retention,evidence_pointer,owner_role,notes
CLIN-010,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-020,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-021,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-022,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-023,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-024,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-025,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-026,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-027,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-028,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CLIN-029,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-001,PRESERVED,CONFIRMED_CONSUMER,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-002,PRESERVED,CONFIRMED_CONSUMER,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-003,PRESERVED,CONFIRMED_CONSUMER,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-004,PRESERVED,CONFIRMED_CONSUMER,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-005,PRESERVED,CONFIRMED_CONSUMER,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-006,PRESERVED,CONFIRMED_CONSUMER,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-007,PRESERVED,CONFIRMED_CONSUMER,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-008,PRESERVED,CONFIRMED_CONSUMER,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
CTR-009,PRESERVED,EVIDENCE_ONLY,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,DEFERRED_SEPARATE_AUTHORIZATION,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,contracts,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-DR002,PRESERVED,EVIDENCE_ONLY,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,DEFERRED_SEPARATE_AUTHORIZATION,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-EV001,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,evaluation,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-EV002,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,evaluation,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-EV003,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,evaluation,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K001,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K002,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K003,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K004,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K005,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K006,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K007,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K008,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
