asset_id,asset_path,writeback_source,authority_class,migration_label,coverage_label,runtime_adoption,replacement_status,physical_file,in_e01_board,in_e02_historical_seed,evidence_pointer,notes
CLIN-009,health-state-assessment-service/data/入口判定规则/入口判定与工作态切换规则.yaml,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-010,health-state-assessment-service/data/入口判定规则/入口角度统一转换规则.yaml,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-020,health-state-assessment-service/app/rules/red_flag_rules.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-021,health-state-assessment-service/app/rules/risk_screening_rules.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-022,health-state-assessment-service/app/rules/severity_rules.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-023,health-state-assessment-service/app/rules/work_mode_rules.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-024,health-state-assessment-service/app/rules/wellness_plan_rules.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-025,risk-assessment-service/app/services/triage_engine.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-026,risk-assessment-service/app/services/upgrade_rule_engine.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-027,dialog-service/app/identifiers/information_gap_identifier.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-028,dialog-service/app/core/nlg.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CLIN-029,diagnosis-engine-service/data/问题清单/结构化问题清单模板.yaml,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-001,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-002,dialog-service/app/models,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-003,explanation-service/app/models,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-004,clinical-parsing-service/app/models,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-005,frontend/src/types/diagnosis.ts,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-006,frontend/src/services/diagnosisApi.ts,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-007,frontend-admin/src/types/trace.ts,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-008,frontend-admin/src/services/traceApi.ts,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
CTR-009,docs/refactoring/evidence/phase-a/a2/python-cdp-access-inventory.csv,E01_BOARD,NON_CLINICAL_RETAINED,MAP,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-DR002,DRKnows-main/LICENSE,E01_BOARD,RESEARCH_ONLY,ARCHIVE,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-EV001,docs/AI医生/项目文档/12.性能与评估/评估验证体系.md [static_case_eval_suite MISSING_DATASET],E01_BOARD,EVIDENCE_ONLY,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-EV002,docs/AI医生/项目文档/12.性能与评估/评估验证体系.md [interactive_interview_eval_suite MISSING_DATASET],E01_BOARD,EVIDENCE_ONLY,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-EV003,docs/AI医生/项目文档/12.性能与评估/评估验证体系.md [trajectory_replay_eval_suite MISSING_DATASET],E01_BOARD,EVIDENCE_ONLY,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K001,docs/AI医生/知识内容提取/源数据/hp-zh.babelon.tsv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K002,docs/AI医生/知识内容提取/源数据/hp-zh.synonyms.tsv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K003,docs/AI医生/知识内容提取/源数据/ICPC-2e-v7.0/ICPC-2e-v7.0.xml,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K004,docs/AI医生/知识内容提取/源数据/UMLS数据集和关系类型详细说明.md,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K005,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-drug-2026.xml,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K006,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-eindex-2026.xml,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
