service,contract_name,file_path,type_kind,fields_summary,typed_or_untyped,producer,consumer,versioned,validation,error_semantics,cdp_read,cdp_write,evidence_level,target_contract_candidate,notes
common,LLMConfig,common/aidoctor_llm/config.py:17,Pydantic model,"backend:LLMBackend;model:str;temperature:float;max_tokens:int;timeout:int;max_retries:int;retry_delay:float;openai_api_key:Optional[str];openai_base_url:Optional[str];chatglm_api_url:Optional[str];chatglm_api_key:Optional[str];ollama_base_url:str;ollama_model:str;custom_api_url:Optional[str];custom_api_key:Optional[str];custom_headers:Dict[str, str]",typed (nested dict/Any may remain),environment/config,common,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,Settings,diagnosis-engine-service/app/config/settings.py:15,Pydantic model,SERVICE_NAME:str;SERVICE_VERSION:str;DEBUG:bool;NEO4J_URI:str;NEO4J_USER:str;NEO4J_PASSWORD:str;NEO4J_MAX_CONNECTION_POOL_SIZE:int;NEO4J_CONNECTION_TIMEOUT:int;NEO4J_MAX_CONNECTION_LIFETIME:int;NEO4J_QUERY_TIMEOUT:int;LLM_BACKEND:str;LLM_MODEL:str;LLM_TEMPERATURE:float;LLM_MAX_TOKENS:int;LLM_TIMEOUT:int;LLM_MAX_RETRIES:int;OPENAI_API_KEY:Optional[str];OPENAI_BASE_URL:Optional[str];CHATGLM_API_URL:Optional[str];CHATGLM_API_KEY:Optional[str];OLLAMA_BASE_URL:str;OLLAMA_MODEL:str;CUSTOM_API_URL:Optional[str];CUSTOM_API_KEY:Optional[str];REDIS_HOST:Optional[str];REDIS_PORT:int;REDIS_PASSWORD:Optional[str];REDIS_DB:int;REDIS_TTL:int;MAX_DIAGNOSIS_CANDIDATES:int;PATH_MAX_HOPS:int;PATH_MIN_HOPS:int;ENGINE_WEIGHT_RULE:float;ENGINE_WEIGHT_KG:float;ENGINE_WEIGHT_STATISTICAL:float;ENGINE_WEIGHT_LLM:float;ENGINE_WEIGHT_DIFFERENTIAL:float;LOG_LEVEL:str;LOG_FORMAT:str,typed (nested dict/Any may remain),environment/config,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,DiagnosisEngineRequest,diagnosis-engine-service/app/models/request.py:8,Pydantic model,symptom_info:Optional[Dict];vital_signs:Optional[Dict];examination_results:Optional[List[Dict]];health_profile:Optional[Dict],typed (nested dict/Any may remain),HTTP caller or agent,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,DiagnosisEngineResult,diagnosis-engine-service/app/models/response.py:8,Pydantic model,"possibilities:Dict[str, float];engine_results:Optional[Dict]",typed (nested dict/Any may remain),diagnosis-engine-service,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,CdpReference,diagnosis-engine-service/app/models/tool_context.py:9,Pydantic model,cdp_id:str;version:int;read_fields:List[str],typed (nested dict/Any may remain),diagnosis-engine-service,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,AgentStateSummary,diagnosis-engine-service/app/models/tool_context.py:16,Pydantic model,current_step:int;work_mode:str,typed (nested dict/Any may remain),diagnosis-engine-service,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,Constraints,diagnosis-engine-service/app/models/tool_context.py:22,Pydantic model,max_time_seconds:int;max_cost:float;risk_level_limit:Optional[str],typed (nested dict/Any may remain),diagnosis-engine-service,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,ToolContext,diagnosis-engine-service/app/models/tool_context.py:29,Pydantic model,"trace_id:str;cdp_reference:CdpReference;agent_state_summary:AgentStateSummary;constraints:Constraints;call_params:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,Evidence,diagnosis-engine-service/app/models/tool_result.py:9,Pydantic model,source:str;reference:str;strength:str;affected_direction:Optional[str];evidence_direction:Optional[str];evidence_name:Optional[str],typed (nested dict/Any may remain),diagnosis-engine-service,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,Quality,diagnosis-engine-service/app/models/tool_result.py:19,Pydantic model,confidence:float;completeness:float;accuracy:Optional[float],typed (nested dict/Any may remain),diagnosis-engine-service,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,SuggestedWrite,diagnosis-engine-service/app/models/tool_result.py:26,Pydantic model,field_path:str;value:Any;reason:str,typed (nested dict/Any may remain),diagnosis-engine-service,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,ErrorInfo,diagnosis-engine-service/app/models/tool_result.py:33,Pydantic model,"error_type:str;error_message:str;error_details:Dict[str, Any]",typed (nested dict/Any may remain),diagnosis-engine-service,diagnosis-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
diagnosis-engine-service,ToolResult,diagnosis-engine-service/app/models/tool_result.py:40,Pydantic model,"trace_id:str;tool_id:str;status:str;payload:Dict[str, Any];evidence:List[Evidence];quality:Quality;suggested_writes:List[SuggestedWrite];errors:List[ErrorInfo];duration_ms:int;metadata:Dict[str, Any]",typed (nested dict/Any may remain),diagnosis-engine-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,Settings,dialog-service/app/config/settings.py:13,Pydantic model,SERVICE_NAME:str;SERVICE_VERSION:str;DEBUG:bool;REDIS_HOST:str;REDIS_PORT:int;REDIS_DB:int;REDIS_PASSWORD:Optional[str];REDIS_CONTEXT_TTL:int;LLM_BACKEND:str;OPENAI_API_KEY:Optional[str];OPENAI_MODEL:str;LLM_TEMPERATURE:float;LLM_MAX_TOKENS:int;LLM_TIMEOUT:int;LLM_MAX_RETRIES:int;DIAGNOSIS_SERVICE_URL:str,typed (nested dict/Any may remain),environment/config,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,QuestionRequest,dialog-service/app/models/request.py:9,Pydantic model,"cdpId:str;context:Optional[Dict[str, Any]];patientState:Optional[Dict[str, Any]]",typed (nested dict/Any may remain),HTTP caller or agent,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,UserInputRequest,dialog-service/app/models/request.py:16,Pydantic model,"cdpId:str;userInput:str;context:Optional[Dict[str, Any]]",typed (nested dict/Any may remain),HTTP caller or agent,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,IdentifyGapsRequest,dialog-service/app/models/request.py:23,Pydantic model,"cdpId:str;patientState:Optional[Dict[str, Any]]",typed (nested dict/Any may remain),HTTP caller or agent,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,MissingInfoItem,dialog-service/app/models/response.py:9,Pydantic model,field:str;level:str;description:str,typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,InformationGapItem,dialog-service/app/models/response.py:16,Pydantic model,field:str;description:str;reason:str,typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,InformationGaps,dialog-service/app/models/response.py:23,Pydantic model,required:List[InformationGapItem];important:List[InformationGapItem];optional:List[InformationGapItem],typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,ConversationMessage,dialog-service/app/models/response.py:30,Pydantic model,role:str;content:str,typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,ConversationContext,dialog-service/app/models/response.py:36,Pydantic model,conversationHistory:List[ConversationMessage],typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,QuestionResponse,dialog-service/app/models/response.py:41,Pydantic model,question:Optional[str];questionType:Optional[str];missingInfo:List[MissingInfoItem];completeness:float;informationGaps:InformationGaps,typed (nested dict/Any may remain),dialog-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,UnderstandingResponse,dialog-service/app/models/response.py:50,Pydantic model,"extractedInfo:Dict[str, Any];confidence:float;updatedFields:List[str]",typed (nested dict/Any may remain),dialog-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,IdentifyGapsResponse,dialog-service/app/models/response.py:57,Pydantic model,informationGaps:InformationGaps;completeness:float,typed (nested dict/Any may remain),dialog-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,FieldConfigResponse,dialog-service/app/models/response.py:63,Pydantic model,fieldConfig:InformationGaps,typed (nested dict/Any may remain),dialog-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,CdpReference,dialog-service/app/models/tool_context.py:9,Pydantic model,cdp_id:str;version:int;read_fields:List[str],typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,AgentStateSummary,dialog-service/app/models/tool_context.py:16,Pydantic model,current_step:int;work_mode:str,typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,Constraints,dialog-service/app/models/tool_context.py:22,Pydantic model,max_time_seconds:int;max_cost:float;risk_level_limit:Optional[str],typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,ToolContext,dialog-service/app/models/tool_context.py:29,Pydantic model,"trace_id:str;cdp_reference:CdpReference;agent_state_summary:AgentStateSummary;constraints:Constraints;call_params:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,Evidence,dialog-service/app/models/tool_result.py:9,Pydantic model,source:str;reference:str;strength:str;affected_direction:Optional[str];evidence_direction:Optional[str];evidence_name:Optional[str],typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,Quality,dialog-service/app/models/tool_result.py:19,Pydantic model,confidence:float;completeness:float;accuracy:Optional[float],typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,SuggestedWrite,dialog-service/app/models/tool_result.py:26,Pydantic model,field_path:str;value:Any;reason:str,typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,ErrorInfo,dialog-service/app/models/tool_result.py:33,Pydantic model,"error_type:str;error_message:str;error_details:Dict[str, Any]",typed (nested dict/Any may remain),dialog-service,dialog-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
dialog-service,ToolResult,dialog-service/app/models/tool_result.py:40,Pydantic model,"trace_id:str;tool_id:str;status:str;payload:Dict[str, Any];evidence:List[Evidence];quality:Quality;suggested_writes:List[SuggestedWrite];errors:List[ErrorInfo];duration_ms:int;metadata:Dict[str, Any]",typed (nested dict/Any may remain),dialog-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,Settings,explanation-service/app/config/settings.py:13,Pydantic model,SERVICE_NAME:str;SERVICE_VERSION:str;DEBUG:bool;LLM_BACKEND:str;OPENAI_API_KEY:Optional[str];OPENAI_MODEL:str;LLM_TEMPERATURE:float;LLM_MAX_TOKENS:int;LLM_TIMEOUT:int;LLM_MAX_RETRIES:int;DIAGNOSIS_SERVICE_URL:str,typed (nested dict/Any may remain),environment/config,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,ExplanationRequest,explanation-service/app/models/request.py:7,Pydantic model,"cdpId:str;diagnosisResult:Optional[Dict[str, Any]]",typed (nested dict/Any may remain),HTTP caller or agent,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,Evidence,explanation-service/app/models/response.py:7,Pydantic model,item:str;type:str;strength:str;supportingDiseases:List[str];contradictingDiseases:List[str],typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,EvidenceChain,explanation-service/app/models/response.py:15,Pydantic model,evidence:List[Evidence];reasoningPaths:List[str],typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,ConclusionPackage,explanation-service/app/models/response.py:20,Pydantic model,"conclusion:Dict[str, Any];mustExcludeStatus:Dict[str, Any];keyEvidence:List[Dict[str, Any]];actionAndFollowUp:Dict[str, Any]",typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,ReasoningPath,explanation-service/app/models/response.py:27,Pydantic model,"pathId:str;description:str;confidence:float;nodes:List[Dict[str, Any]];edges:List[Dict[str, Any]]",typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,ExplanationResponse,explanation-service/app/models/response.py:35,Pydantic model,evidenceChain:EvidenceChain;reasoningPaths:List[ReasoningPath];conclusionPackage:ConclusionPackage;naturalLanguageExplanation:Optional[str],typed (nested dict/Any may remain),explanation-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
