--ICPC-2e  Alphabetical Index inverse with filename: ICPC-2e-v.7.0-Alphabetical-index-inverse_CSV.txt
--This file is generated by Norwegian Directorate of eHealth, Norway, Dr.Melleby 2018-02-01
--This file can be downloaded from https://ehelse.no/Sider/ICPC-2e-–-English-version.aspx
--It contains 2054 rows (Uppecase=ICPC Text, Lowercase=Included)
--Columns: ICPC2_Code,Text
--------------------------------------------------------------------------------------------------
"-30";"MEDICAL EXAMINATION/HEALTH EVALUATION-COMPLETE"
"-60";"RESULT TEST/PROCEDURES"
"-61";"RESULT EXAMINATION/TEST/RECORD/LETTER FROM OTHER PROVIDER"
"-62";"ADMINISTRATIVE PROCEDURE"
"-63";"FOLLOW-UP ENCOUNTER UNSPECIFIED"
"-64";"ENCOUNTER/PROBLEM INITIATED BY PROVIDER"
"-65";"ENCOUNTER/PROBLEM INITIATED BY OTHER THAN PATIENT/PROVIDER"
"-66";"REFERRAL TO OTHER PRIMARY HEALTH CARE PROVIDER"
"-67";"REFERRAL TO SPECIALIST/HOSPITAL"
"-68";"OTHER REFERRAL NEC"
"-69";"OTHER REASON FOR ENCOUNTER NEC"
"A01";"PAIN GENERAL/MULTIPLE SITES"
"A01";"chronic general pain"
"A01";"multiple aches"
"A02";"rigors"
"A02";"shivers"
"A02";"CHILLS"
"A03";"FEVER"
"A03";"pyrexia"
"A04";"postviral fatigue"
"A04";"exhaustion"
"A04";"fatigue"
"A04";"lassitude"
"A04";"lethargy"
"A04";"chronic fatigue syndrome"
"A04";"WEAKNESS/TIREDNESS GENERAL"
"A05";"FEELING ILL"
"A05";"malaise"
"A06";"vasovagal attack"
"A06";"FAINTING/SYNCOPE"
"A06";"collapse"
"A06";"blackout"
"A07";"COMA"
"A07";"stupor"
"A08";"mass nos"
"A08";"lump"
"A08";"SWELLING"
"A09";"SWEATING PROBLEM"
"A09";"hyperhydrosis, diffuse and localised"
"A10";"bleeding/haemorrhage not just from one site/organ"
"A10";"BLEEDING/HAEMORRHAGE NOS"
"A11";"CHEST PAIN NOS"
"A13";"CONCERN ABOUT/FEAR OF MEDICAL TREATMENT"
"A13";"concern about/fear of the consequences of drug/medical treatment"
"A16";"IRRITABLE INFANT"
"A16";"excessively crying/restless infant"
"A18";"CONCERN ABOUT APPEARANCE"
"A20";"EUTHANASIA REQUEST/DISCUSSION"
"A21";"RISK FACTOR FOR MALIGNANCY"
"A21";"personal/family history of malignancy"
"A21";"other risk factor for malignancy"
"A21";"past treatment of malignancy"
"A23";"other risk factor for other disease"
"A23";"personal/family history for other disease"
"A23";"previous episode for other disease"
"A23";"RISK FACTOR NOS"
"A23";"contact with infectious disease"
"A25";"FEAR OF DEATH/DYING"
"A26";"FEAR OF CANCER, NOS"
"A27";"FEAR OF OTHER DISEASE NOS"
"A28";"LIMITED FUNCTION/DISABILITY NOS"
"A29";"GENERAL SYMPTOM/COMPLAINT OTHER"
"A29";"drowsiness"
"A29";"clumsiness"
"A29";"somnolence"
"A29";"falls"
"A70";"late effect of tuberculosis"
"A70";"tuberculosis infection of any body site"
"A70";"TUBERCULOSIS"
"A71";"complications of measles"
"A71";"MEASLES"
"A72";"CHICKENPOX"
"A72";"complications of chickenpox"
"A73";"complications of malaria"
"A73";"MALARIA"
"A74";"complications of rubella"
"A74";"RUBELLA"
"A75";"INFECTIOUS MONONUCLEOSIS"
"A75";"glandular fever"
"A75";"m. pfeiffer"
"A76";"hand foot and mouth disease"
"A76";"erythema infectiosum"
"A76";"fever with rash"
"A76";"fifth disease"
"A76";"roseola infantum"
"A76";"VIRAL EXANTHEM OTHER"
"A76";"cowpox"
"A77";"coxsackie diseases"
"A77";"dengue fever"
"A77";"VIRAL DISEASE OTHER/NOS"
"A77";"adenovirus"
"A77";"ross river fever"
"A78";"scarlet fever"
"A78";"rickettsial disease"
"A78";"sexually transmitted disease nos"
"A78";"q fever"
"A78";"thrush nos"
"A78";"toxoplasmosis"
"A78";"infection unspecified site"
"A78";"lyme disease"
"A78";"mycoplasma"
"A78";"brucellosis"
"A78";"INFECTIOUS DISEASE OTHER/NOS"
"A79";"MALIGNANCY NOS"
"A79";"carcinomatosis (unknown primary)"
"A79";"secondary/metastatic neoplasm when primary site is unknown"
"A80";"road traffic accident"
"A80";"TRAUMA/INJURY NOS"
"A81";"MULTIPLE TRAUMA/INJURIES"
"A81";"multiple internal injuries nos"
"A82";"old amputation"
"A82";"SECONDARY EFFECT OF TRAUMA"
"A82";"deformity/scarring resulting from previous injury"
"A84";"POISONING BY MEDICAL AGENT"
"A84";"toxic effect of overdose medical agent"
"A85";"side effect/allergy/anaphylaxis due to medication in proper dose"
"A85";"ADVERSE EFFECT MEDICAL AGENT"
"A86";"TOXIC EFFECT NON-MEDICINAL SUBSTANCE"
"A86";"general/local toxic effect carbon monoxide"
"A86";"general/local toxic effect industrial materials"
"A86";"general/local toxic effect lead"
"A86";"general/local toxic effect poisonous animals/insects/plants/snakes"
"A87";"immunization/transfusion reaction"
"A87";"post surgical lymphoedema"
"A87";"post-operative infection/haemorrhage/wound disruption"
"A87";"problems due to radiation for diagnosis/treatment"
"A87";"anaesthetic shock"
"A87";"COMPLICATION OF MEDICAL TREATMENT"
"A88";"ADVERSE EFFECT PHYSICAL FACTOR"
"A88";"adverse effect cold/heat/lightning/motion/pressure/radiation"
"A88";"drowning"
"A88";"chilblains"
"A88";"jet lag"
"A89";"discomfort/handicap/pain/limitation of function resulting from the fitting/wearing of a device for supplying/amending deficiencies: catheter, colostomy, gastrostomy, heart valve, joint replacement, organ transplant, pacemaker"
"A89";"EFFECT PROSTHETIC DEVICE"
"A90";"CONGENITAL ANOMALY NOS/MULTIPLE"
"A90";"chromosome abnormality and other systemic congenital anomalies not classified elsewhere."
"A91";"abnormal unexplained electrolyte disorder"
"A91";"abnormal unexplained hyperglycaemia"
"A91";"abnormal unexplained pathology/imaging test"
"A91";"ABNORMAL RESULT INVESTIGATION NOS"
"A92";"ALLERGY/ALLERGIC REACTION NOS"
"A92";"allergic oedema"
"A92";"anaphylactic shock"
"A92";"angioneurotic oedema"
"A92";"food allergy"
"A93";"PREMATURE NEWBORN"
"A94";"PERINATAL MORBIDITY OTHER"
"A95";"PERINATAL MORTALITY"
"A96";"DEATH"
"A97";"NO DISEASE"
"A97";"no illness/disease dealt with at encounter"
"A98";"medical procedure/counselling with a preventive purpose, including genetic counseling"
"A98";"HEALTH MAINTENANCE/PREVENTIVE MEDICINE"
"A99";"DISEASE/CONDITION OF UNSPECIFIED NATURE/SITE"
"A99";"disease carrier nos"
"A99";"surveillance of ongoing problem nos"
"B02";"lymphadenopathy with/without pain/tenderness"
"B02";"other symptom/complaint lymph gland(s)"
"B02";"LYMPH GLAND(S) ENLARGED/PAINFUL"
"B04";"BLOOD SYMPTOM/COMPLAINT"
"B25";"FEAR OF AIDS/HIV"
"B26";"FEAR OF CANCER BLOOD/LYMPH"
"B27";"FEAR OF BLOOD/LYMPH DISEASE OTHER"
"B28";"LIMITED FUNCTION/DISABILITY (B)"
"B28";"disability due to bleeding disorders"
"B29";"LYMPH/IMMUNE MECHANISM SYMPTOM/COMPLAINT OTHER"
"B70";"LYMPHADENITIS ACUTE"
"B70";"abscess of lymph node"
"B71";"LYMPHADENITIS CHRONIC/NON-SPECIFIC"
"B71";"mesenteric lymphadenitis"
"B72";"HODGKIN LYMPHOMA"
"B73";"LEUKAEMIA"
"B73";"all types of leukaemia"
"B74";"MALIGNANT NEOPLASM BLOOD OTHER"
"B74";"multiple myeloma"
"B74";"myeloproliferative disease"
"B75";"neoplasm blood not specified as benign or malignant/when test is not available"
"B75";"polycythaemia rubra vera"
"B75";"NEOPLASM BLOOD BENIGN/UNSPECIFIED"
"B75";"benign neoplasm blood"
"B76";"RUPTURED SPLEEN TRAUMATIC"
"B77";"INJURY BLOOD/LYMPH/SPLEEN OTHER"
"B78";"HEREDITARY HAEMOLYTIC ANAEMIA"
"B78";"spherocytosis"
"B78";"thalassaemia"
"B78";"sickle cell trait"
"B78";"sickle-cell anaemia"
"B79";"CONGENITAL ANOMALY BLOOD/LYMPH OTHER"
"B79";"congenital anaemia"
"B80";"anaemia due to blood loss"
"B80";"IRON DEFICIENCY ANAEMIA"
"B81";"ANAEMIA VIT B12/FOLATE DEFICIENCY"
"B81";"pernicious anaemia"
"B81";"macrocytic anaemia"
"B82";"megaloblastic anaemia nos"
"B82";"protein deficiency anaemia"
"B82";"ANAEMIA OTHER/UNSPECIFIED"
"B82";"acquired haemolytic anaemia"
"B82";"aplastic anaemia"
"B82";"blood autoimmune disease"
"B83";"abnormal platelets"
"B83";"PURPURA/COAGULATION DEFECT"
"B83";"thrombocytopenia"
"B83";"haemophilia"
"B84";"persistent or unexplained neutrophilia"
"B84";"unexplained agranulocytosis"
"B84";"unexplained eosinophilia"
"B84";"unexplained leukocytosis"
"B84";"unexplained lymphocytosis"
"B84";"unexplained neutropenia"
"B84";"UNEXPLAINED ABNORMAL WHITE CELLS"
"B87";"SPLENOMEGALY"
"B90";"HIV-INFECTION/AIDS"
"B99";"BLOOD/LYMPH/SPLEEN DISEASE OTHER"
"B99";"complement defect"
"B99";"raised esr"
"B99";"red cell abnormality"
"B99";"secondary polycythaemia"
"B99";"sarcoidosis"
"B99";"other/unspecified haematological abnormality"
"B99";"immunodeficiency disorder"
"B99";"hypersplenism"
"D01";"infant colic"
"D01";"abdominal colic"
"D01";"abdominal cramps/discomfort/pain nos"
"D01";"ABDOMINAL PAIN/CRAMPS GENERAL"
"D02";"ABDOMINAL PAIN EPIGASTRIC"
"D02";"fullness"
"D02";"epigastric discomfort"
"D02";"stomach ache/pain"
"D03";"waterbrash"
"D03";"HEARTBURN"
"D03";"acidity"
"D04";"anal spasm"
"D04";"RECTAL/ANAL PAIN"
"D04";"proctalgia fugax"
"D05";"perianal pruritus"
"D05";"PERIANAL ITCHING"
"D06";"ABDOMINAL PAIN LOCALIZED OTHER"
"D06";"colonic pain"
"D07";"DYSPEPSIA/INDIGESTION"
"D08";"FLATULENCE/GAS/BELCHING"
"D08";"bloating"
"D08";"passing wind"
"D08";"eructation"
"D08";"gas pains"
"D08";"gaseous distension"
"D09";"NAUSEA"
"D10";"emesis"
"D10";"VOMITING"
"D10";"hyperemesis"
"D10";"retching"
"D11";"watery stools"
"D11";"frequent/loose bowel movements"
"D11";"DIARRHOEA"
"D12";"CONSTIPATION"
"D12";"faecal impaction"
"D13";"icterus"
"D13";"JAUNDICE"
"D14";"HAEMATEMESIS/VOMITING BLOOD"
"D15";"MELAENA"
"D15";"black/tarry stools"
"D16";"RECTAL BLEEDING"
"D16";"fresh blood in stool"
"D17";"faecal incontinence"
"D17";"INCONTINENCE OF BOWEL"
"D18";"CHANGE IN FAECES/BOWEL MOVEMENTS"
"D19";"TEETH/GUM SYMPTOM/COMPLAINT"
"D19";"denture problem"
"D19";"gingival bleeding"
"D19";"teething"
"D19";"toothache"
"D20";"swollen lips"
"D20";"sore mouth"
"D20";"halitosis"
"D20";"cracked lips"
"D20";"dry mouth"
"D20";"dribbling"
"D20";"coated tongue"
"D20";"bad breath"
"D20";"MOUTH/TONGUE/LIP SYMPTOM/COMPLAINT"
"D21";"SWALLOWING PROBLEM"
"D21";"choking feeling"
"D21";"dysphagia"
"D23";"HEPATOMEGALY"
"D24";"ABDOMINAL MASS NOS"
"D24";"lump abdomen"
"D25";"ABDOMINAL DISTENSION"
"D25";"abdominal swelling without mass"
"D26";"FEAR OF CANCER OF DIGESTIVE SYSTEM"
"D27";"FEAR OF DIGESTIVE DISEASE OTHER"
"D28";"LIMITED FUNCTION/DISABILITY (D)"
"D29";"DIGESTIVE SYMPTOM/COMPLAINT OTHER"
"D29";"ascites"
"D29";"teeth grinding"
"D70";"gastrointestinal infection/dysentery with specified organisms including campylobacter, giardia, salmonella, shigella, typhoid, cholera"
"D70";"GASTROINTESTINAL INFECTION"
"D71";"MUMPS"
"D71";"mumps meningitis/orchitis/pancreatitis"
"D72";"all hepatitis presumed viral"
"D72";"VIRAL HEPATITIS"
"D72";"chronic active hepatitis"
"D73";"dysentery nos"
"D73";"diarrhoea/vomiting presumed to be infective"
"D73";"GASTROENTERITIS PRESUMED INFECTION"
"D73";"food poisoning"
"D73";"gastric flu"
"D74";"MALIGNANT NEOPLASM STOMACH"
"D74";"carcinoma stomach"
"D75";"MALIGNANT NEOPLASM COLON/RECTUM"
"D76";"MALIGNANT NEOPLASM PANCREAS"
"D76";"carcinoma of pancreas"
"D77";"all other primary malignancies of digestive system, gallbladder cancer, liver cancer"
"D77";"MALIGNANT DIGESTIVE NEOPLASM OTHER/NOS"
"D78";"NEOPLASM DIGESTIVE SYSTEM BENIGN/UNSPECIFIED"
"D78";"benign digestive neoplasm"
"D78";"digestive neoplasm not specified as benign or malignant/when histology is not available"
"D78";"polyp of colon"
"D78";"polyp of duodenum"
"D78";"polyp of rectum"
"D78";"polyp of stomach"
"D79";"foreign body swallowed/in digestive tract, including mouth, oesophagus, rectum"
"D79";"FOREIGN BODY DIGESTIVE SYSTEM"
"D80";"INJURY DIGESTIVE SYSTEM OTHER"
"D80";"injury to abdominal organ"
"D80";"injury to teeth"
"D80";"injury to tongue"
"D81";"hirschprung's disease"
"D81";"oesophageal atresia"
"D81";"megacolon"
"D81";"meckel's diverticulum"
"D81";"tongue-tie"
"D81";"pyloric stenosis"
"D81";"CONGENITAL ANOMALY DIGESTIVE SYSTEM"
"D81";"cleft lip/palate"
"D81";"biliary anomaly"
"D82";"TEETH/GUM DISEASE"
"D82";"caries"
"D82";"dental abscess"
"D82";"temporomandibular joint disorder"
"D82";"malocclusion"
"D82";"gingivitis"
"D83";"glossitis"
"D83";"mucocoele"
"D83";"oral thrush"
"D83";"parotitis"
"D83";"stomatitis"
"D83";"salivary calculus"
"D83";"vincent's angina"
"D83";"cheilosis"
"D83";"aphthous ulcer"
"D83";"MOUTH/TONGUE/LIP DISEASE"
"D84";"OESOPHAGUS DISEASE"
"D84";"achalasia"
"D84";"reflux"
"D84";"oesophagial diverticulum"
"D84";"oesophagitis"
"D84";"oesophagus ulceration"
"D84";"mallory-weiss syndrome"
"D85";"bleeding/obstructing/perforated ulcer"
"D85";"DUODENAL ULCER"
"D86";"PEPTIC ULCER OTHER"
"D86";"acute erosion"
"D86";"gastric/gastrojejunal/marginal ulcer"
"D86";"zollinger-ellison syndrome"
"D87";"gastritis"
"D87";"acute dilatation stomach"
"D87";"STOMACH FUNCTION DISORDER"
"D87";"duodenitis"
"D88";"appendix abscess/perforation"
"D88";"APPENDICITIS"
"D89";"INGUINAL HERNIA"
"D90";"HIATUS HERNIA"
"D90";"diaphragmatic hernia"
"D91";"ABDOMINAL HERNIA OTHER"
"D91";"femoral/umbilical/ventral hernia"
"D92";"DIVERTICULAR DISEASE"
"D92";"diverticulitis/diverticulosis of intestine"
"D93";"IRRITABLE BOWEL SYNDROME"
"D93";"mucous colitis"
"D93";"spastic colon"
"D94";"ulcerative colitis"
"D94";"regional enteritis"
"D94";"CHRONIC ENTERITIS/ULCERATIVE COLITIS"
"D94";"crohn's disease"
"D95";"anal fistula"
"D95";"ANAL FISSURE/PERIANAL ABSCESS"
"D95";"ischiorectal abscess"
"D96";"intestinal parasites unspecified"
"D96";"hydatid disease"
"D96";"trichiniasis"
"D96";"WORMS/OTHER PARASITES"
"D96";"creeping eruption"
"D96";"cestodes"
"D97";"cirrhosis"
"D97";"alcohol hepatitis"
"D97";"LIVER DISEASE NOS"
"D97";"hepatitis nos"
"D97";"liver failure"
"D97";"fatty liver"
"D97";"portal hypertension"
"D98";"gallstones"
"D98";"CHOLECYSTITIS/CHOLELITHIASIS"
"D98";"biliary colic"
"D98";"cholangitis"
"D99";"coeliac disease"
"D99";"dumping syndrome"
"D99";"allergic/toxic/dietetic gastroenteropathy"
"D99";"abdominal adhesions"
"D99";"DISEASE DIGESTIVE SYSTEM OTHER"
"D99";"food intolerance"
"D99";"intussuception"
"D99";"intestinal obstruction"
"D99";"lactose intolerance"
"D99";"ileus"
"D99";"peritonitis"
"D99";"pancreatic disease"
"D99";"malabsorption syndrome"
"D99";"mesenteric vascular disease"
"D99";"sprue"
"D99";"secondary megacolon"
"F01";"EYE PAIN"
"F02";"RED EYE"
"F02";"bloodshot/inflamed eye"
"F03";"EYE DISCHARGE"
"F03";"purulent discharge"
"F03";"watery eye"
"F03";"lacrimation"
"F04";"fixed/floating spots in the visual field"
"F04";"VISUAL FLOATERS/SPOTS"
"F05";"VISUAL DISTURBANCE OTHER"
"F05";"blurred vision"
"F05";"difficulty reading"
"F05";"diplopia"
"F05";"eye strain"
"F05";"photophobia"
"F05";"weak eyes"
"F05";"visual loss"
"F05";"scotoma and dazzle when symptoms confined to eyes"
"F05";"temporary blindness nos"
"F13";"burning/dry/itchy eye"
"F13";"EYE SENSATION ABNORMAL"
"F14";"EYE MOVEMENTS ABNORMAL"
"F14";"nystagmus"
"F15";"swollen eye"
"F15";"EYE APPEARANCE ABNORMAL"
"F15";"change eye colour"
"F16";"abnormal blinking"
"F16";"EYELID SYMPTOM/COMPLAINT"
"F16";"ptosis eyelid"
"F17";"problems due to spectacles affecting structure, function or sensations of eye(s)"
"F17";"GLASSES SYMPTOM/COMPLAINT"
"F18";"CONTACT LENS SYMPTOM/COMPLAINT"
"F18";"problems due to contact lens affecting structure, function or sensations of eye(s)"
"F27";"fear of blindness"
"F27";"FEAR OF EYE DISEASE"
"F28";"LIMITED FUNCTION/DISABILITY (F)"
"F28";"blindness one eye"
"F29";"EYE SYMPTOM/COMPLAINT OTHER"
"F70";"CONJUNCTIVITIS INFECTIOUS"
"F70";"conjunctivitis nos"
"F70";"bacterial conjunctivitis"
"F70";"viral conjunctivitis"
"F71";"allergic conjunctivitis with/without rhinorrhea"
"F71";"CONJUNCTIVITIS ALLERGIC"
"F72";"BLEPHARITIS/STYE/CHALAZION"
"F72";"dermatitis/dermatosis of eyelids"
"F72";"tarsal cyst"
"F72";"eye lid infection"
"F72";"hordeolum"
"F72";"meibomian cyst"
"F73";"herpes simplex of eye without corneal ulcer"
"F73";"infammation of the orbit"
"F73";"keratitis"
"F73";"iridocyclitis"
"F73";"iritis"
"F73";"dacrocystitis/dacryocystitis"
"F73";"EYE INFECTION/INFLAMMATION OTHER"
"F74";"NEOPLASM OF EYE/ADNEXA"
"F74";"benign/malignant neoplasm of eye/adnexa"
"F75";"black eye"
"F75";"CONTUSION/HAEMORRHAGE EYE"
"F75";"hyphaema"
"F75";"subconjunctival haemorrhage"
"F76";"FOREIGN BODY IN EYE"
"F79";"INJURY EYE OTHER"
"F79";"corneal abrasion"
"F79";"snowblindness"
"F79";"flash burn"
"F80";"BLOCKED LACRIMAL DUCT OF INFANT"
"F81";"CONGENITAL ANOMALY EYE OTHER"
"F82";"DETACHED RETINA"
"F83";"diabetic/hypertensive retinopathy"
"F83";"RETINOPATHY"
"F84";"MACULAR DEGENERATION"
"F85";"CORNEAL ULCER"
"F85";"dendritic ulcer"
"F85";"viral keratitis"
"F86";"TRACHOMA"
"F91";"REFRACTIVE ERROR"
"F91";"astigmatism"
"F91";"presbyopia"
"F91";"short sightedness"
"F91";"hypermetropia"
"F91";"long sightedness"
"F91";"myopia"
"F92";"CATARACT"
"F93";"GLAUCOMA"
"F93";"raised intraocular pressure"
"F94";"partial/complete blindness of both eyes"
"F94";"BLINDNESS"
"F95";"STRABISMUS"
"F95";"cross-eye"
"F95";"squint"
"F99";"pterygium"
"F99";"scleritis"
"F99";"papilloedema"
"F99";"night blindness"
"F99";"lazy eye"
"F99";"ingrowing eyelash"
"F99";"episcleritis"
"F99";"corneal opacity"
"F99";"ectropion"
"F99";"entropion"
"F99";"disorder of orbit"
"F99";"colour blindness"
"F99";"arcus senilis"
"F99";"amblyopia"
"F99";"EYE/ADNEXA DISEASE OTHER"
"H01";"EAR PAIN/EARACHE"
"H02";"HEARING COMPLAINT"
"H02";"auditory discrimination disorder"
"H02";"diplacusis and feeling of hearing loss"
"H02";"hyperacusis"
"H03";"echo in ear"
"H03";"TINNITUS, RINGING/BUZZING EAR"
"H04";"EAR DISCHARGE"
"H05";"BLEEDING EAR"
"H05";"blood in/from ear"
"H13";"blocked ear"
"H13";"PLUGGED FEELING EAR"
"H15";"CONCERN WITH APPEARANCE OF EARS"
"H27";"FEAR OF EAR DISEASE"
"H27";"fear of deafness"
"H28";"temporary deafness"
"H28";"LIMITED FUNCTION/DISABILITY (H)"
"H29";"EAR SYMPTOM/COMPLAINT OTHER"
"H29";"ears crackling/popping"
"H29";"pulling at ears"
"H29";"itchy ears"
"H70";"swimmer's ear"
"H70";"abscess/eczema/furuncle external auditory meatus"
"H70";"OTITIS EXTERNA"
"H71";"ACUTE OTITIS MEDIA/MYRINGITIS"
"H71";"acute mastoiditis"
"H71";"acute suppurative otitis media"
"H71";"acute tympanitis"
"H71";"otitis media nos"
"H72";"otitis media with effusion (ome)"
"H72";"glue ear"
"H72";"SEROUS OTITIS MEDIA"
"H73";"EUSTACHIAN SALPINGITIS"
"H73";"eustachian block/catarrh/dysfunction"
"H74";"CHRONIC OTITIS MEDIA"
"H74";"chronic suppurative otitis media"
"H74";"cholesteatoma"
"H74";"chronic mastoiditis"
"H75";"benign/malignant neoplasm of ear"
"H75";"NEOPLASM OF EAR"
"H76";"FOREIGN BODY IN EAR"
"H77";"PERFORATION EAR DRUM"
"H78";"SUPERFICIAL INJURY OF EAR"
"H78";"external meatus/pinna injury"
"H79";"traumatic/pressure rupture of ear drum"
"H79";"EAR INJURY OTHER"
"H80";"CONGENITAL ANOMALY OF EAR"
"H80";"accessory auricle"
"H80";"bat ears"
"H81";"EXCESSIVE EAR WAX"
"H82";"benign paroxysmal/positional vertigo"
"H82";"VERTIGINOUS SYNDROME"
"H82";"vestibular neuronitis"
"H82";"labyrinthitis"
"H82";"ménière's disease"
"H83";"OTOSCLEROSIS"
"H84";"PRESBYACUSIS"
"H85";"ACOUSTIC TRAUMA"
"H85";"noise deafness"
"H86";"partial/complete deafness both ears"
"H86";"DEAFNESS"
"H86";"congenital deafness"
"H86";"deafness one ear"
"H99";"constricted external canal"
"H99";"EAR/MASTOID DISEASE OTHER"
"H99";"polyp of middle ear"
"H99";"narrow external canal"
"H99";"stenosis external canal"
"K01";"pain attributed to the heart"
"K01";"HEART PAIN"
"K02";"PRESSURE/TIGHTNESS OF HEART"
"K02";"heaviness of heart"
"K03";"CARDIOVASCULAR PAIN NOS"
"K04";"PALPITATIONS/AWARENESS OF HEART"
"K04";"bradycardia"
"K04";"tachycardia"
"K05";"IRREGULAR HEARTBEAT OTHER"
"K06";"PROMINENT VEINS"
"K06";"spider naevus"
"K06";"unusually prominent veins"
"K07";"swollen feet/legs"
"K07";"fluid retention"
"K07";"dropsy"
"K07";"SWOLLEN ANKLES/OEDEMA"
"K22";"RISK FACTOR FOR CARDIOVASCULAR DISEASE"
"K22";"other risk factor for cardiovascular disease"
"K22";"personal/family history of cardiovascular disease"
"K22";"previous episode of cardiovascular disease"
"K24";"fear of heart attack"
"K24";"FEAR OF HEART DISEASE"
"K25";"FEAR OF HYPERTENSION"
"K27";"FEAR OF CARDIOVASCULAR DISEASE OTHER"
"K28";"LIMITED FUNCTION/DISABILITY (K)"
"K29";"CARDIOVASCULAR SYMPTOM/COMPLAINT OTHER"
"K29";"heart trouble"
"K29";"low blood pressure"
"K29";"weak heart"
"K70";"pericarditis"
"K70";"myocarditis"
"K70";"INFECTION OF CIRCULATORY SYSTEM"
"K70";"bacterial endocarditis"
"K70";"acute/subacute endocarditis"
"K71";"RHEUMATIC FEVER/HEART DISEASE"
"K71";"chorea"
"K71";"mitral stenosis"
"K72";"benign/malignant cardiovascular neoplasm"
"K72";"NEOPLASM CARDIOVASCULAR"
"K73";"CONGENITAL ANOMALY CARDIOVASCULAR"
"K73";"atrial/ventricular septal defect"
"K73";"patent ductus arteriosa"
"K73";"fallot's tetralogy"
"K74";"ischaemic chest pain"
"K74";"unstable angina"
"K74";"angina of effort"
"K74";"angina pectoris"
"K74";"angina with spasm"
"K74";"ISCHAEMIC HEART DISEASE WITH ANGINA"
"K75";"ACUTE MYOCARDIAL INFARCTION"
"K75";"myocardial infarction specified as acute or within 4 weeks (28 days) of onset"
"K76";"old myocardial infarction"
"K76";"ischaemic cardiomyopathy"
"K76";"silent myocardial ischaemia"
"K76";"ISCHAEMIC HEART DISEASE WITHOUT ANGINA"
"K76";"arteriosclerotic/atherosclerotic heart disease"
"K76";"aneurysm of heart"
"K76";"coronary artery disease"
"K77";"congestive heart failure"
"K77";"cardiac asthma"
"K77";"HEART FAILURE"
"K77";"right ventricular failure"
"K77";"left ventricular failure"
"K77";"heart disease/heart failure with pulmonary oedema"
"K77";"heart failure nos"
"K78";"ATRIAL FIBRILLATION/FLUTTER"
"K79";"PAROXYSMAL TACHYCARDIA"
"K79";"supraventricular/ventricular tachycardia"
"K80";"sick sinus syndrome"
"K80";"ventricular fibrillation/flutter"
"K80";"extrasystoles"
"K80";"premature beats"
"K80";"CARDIAC ARRHYTHMIA NOS"
"K80";"bigeminy"
"K80";"ectopic beats"
"K80";"atrial/junctional/ventricular premature beats"
"K81";"cardiac/carotid/renal artery bruit"
"K81";"HEART/ARTERIAL MURMUR NOS"
"K81";"innocent murmur of childhood"
"K82";"primary pulmonary hypertension"
"K82";"PULMONARY HEART DISEASE"
"K82";"chronic cor pulmonale"
"K82";"disease of pulmonary vessels"
"K83";"chronic endocarditis"
